TEAM0,TEAM1,TEAM0_WIN,GP_DIFF,W_DIFF,L_DIFF,MIN_DIFF,FGM_DIFF,FGA_DIFF,FG_PCT_DIFF,FG3M_DIFF,FG3A_DIFF,FG3_PCT_DIFF,FTM_DIFF,FTA_DIFF,FT_PCT_DIFF,OREB_DIFF,DREB_DIFF,REB_DIFF,AST_DIFF,TOV_DIFF,STL_DIFF,BLK_DIFF,BLKA_DIFF,PF_DIFF,PFD_DIFF,PTS_DIFF,PLUS_MINUS_DIFF,GP_RANK_DIFF,W_RANK_DIFF,L_RANK_DIFF,MIN_RANK_DIFF,FGM_RANK_DIFF,FGA_RANK_DIFF,FG_PCT_RANK_DIFF,FG3M_RANK_DIFF,FG3A_RANK_DIFF,FG3_PCT_RANK_DIFF,FTM_RANK_DIFF,FTA_RANK_DIFF,FT_PCT_RANK_DIFF,OREB_RANK_DIFF,DREB_RANK_DIFF,REB_RANK_DIFF,AST_RANK_DIFF,TOV_RANK_DIFF,STL_RANK_DIFF,BLK_RANK_DIFF,BLKA_RANK_DIFF,PF_RANK_DIFF,PFD_RANK_DIFF,PTS_RANK_DIFF,PLUS_MINUS_RANK_DIFF
Memphis Grizzlies,Golden State Warriors,1,0,0,0,-5.0,328,242,0.02799999999999997,-123,-369,0.0030000000000000027,116,97,0.02200000000000002,27,127,154,-56,133.0,-45,71,9,140,130,649,127.0,0,0,0,6,-19,-6,-17,7,11,-5,-16,-11,-13,-2,-15,-5,4,14,3,-14,1,6,-16,-15,-5
Miami Heat,Golden State Warriors,0,0,-11,11,40.0,-24,-274,0.014000000000000012,-140,-415,0.0030000000000000027,-74,-157,0.027000000000000024,-231,68,-163,-220,-38.0,-103,-77,-59,-296,-133,-262,-225.0,0,9,9,-22,3,16,-7,8,14,-4,9,14,-17,21,-10,14,10,-6,11,13,-11,-22,11,7,5
Milwaukee Bucks,Golden State Warriors,1,0,0,0,5.0,103,-330,0.034999999999999976,-103,-472,0.02300000000000002,38,84,-0.014000000000000012,-355,190,-165,-296,-55.0,-170,-7,-126,-102,29,141,-68.0,0,0,0,-5,-9,17,-21,4,16,-15,-9,-8,3,25,-17,15,17,-7,23,2,-22,-14,-6,-6,1
Golden State Warriors,Minnesota Timberwolves,0,0,-1,1,-20.0,-22,230,-0.017000000000000015,31,206,-0.013000000000000012,-28,22,-0.025000000000000022,121,-34,87,244,-34.0,117,-15,73,73,-48,-41,-139.0,0,1,1,17,2,-14,9,-1,-3,12,5,-3,15,-10,6,-8,-13,-4,-14,3,13,11,11,4,6
Golden State Warriors,New Orleans Pelicans,1,0,27,-27,-5.0,10,44,-0.0010000000000000009,278,636,0.017000000000000015,27,12,0.010000000000000009,36,109,145,267,-49.0,70,-38,13,72,52,325,1044.0,0,-16,-16,5,-1,-5,1,-23,-23,-8,-5,-1,-2,-2,-7,-13,-15,-5,-4,7,3,10,-7,-8,-19
Golden State Warriors,New York Knicks,0,0,-3,3,-30.0,-211,97,-0.034999999999999976,233,681,-0.0050000000000000044,26,115,-0.03600000000000003,139,85,224,132,64.0,100,67,35,164,-31,-163,-65.0,0,6,6,21,14,-10,20,-20,-25,8,-4,-10,20,-14,-6,-17,-7,9,-9,-12,8,19,8,8,2
Golden State Warriors,Oklahoma City Thunder,0,0,-20,20,5.0,-318,-188,-0.030999999999999972,72,291,-0.010000000000000009,14,139,-0.05499999999999994,158,-109,49,184,191.0,-76,-74,49,-60,38,-550,-784.0,0,10,10,-6,18,5,18,-2,-8,10,-2,-13,24,-15,13,-4,-8,13,3,15,10,-2,-5,13,9
Golden State Warriors,Orlando Magic,1,0,7,-7,0.0,212,378,0.006000000000000005,343,583,0.045999999999999985,-81,-79,-0.01100000000000001,115,175,290,499,-13.0,42,-97,80,-77,-143,686,281.0,0,-4,-4,0,-8,-21,-2,-26,-21,-14,12,6,6,-9,-9,-20,-26,-2,-2,16,16,-3,17,-11,-7
Golden State Warriors,Philadelphia 76ers,1,0,24,-24,-15.0,88,244,-0.0030000000000000027,223,425,0.022999999999999965,-56,-33,-0.016000000000000014,177,281,458,485,35.0,19,25,21,15,-7,343,782.0,0,-15,-15,14,-5,-15,2,-17,-15,-11,10,4,10,-17,-11,-23,-25,5,-1,-6,5,4,1,-9,-15
Phoenix Suns,Golden State Warriors,0,0,-12,12,20.0,39,-337,0.02699999999999997,-88,-363,0.014000000000000012,-4,-109,0.04600000000000004,-246,9,-237,-109,1.0,-178,1,-112,-100,-14,-14,-517.0,0,10,10,-17,-3,18,-14,3,10,-13,1,9,-23,23,-1,18,6,1,24,-1,-21,-13,2,1,13
Portland Trail Blazers,Golden State Warriors,0,0,-12,12,10.0,-17,-16,-0.0010000000000000009,-207,-380,-0.021999999999999964,3,9,-0.0020000000000000018,66,-116,-50,-434,157.0,-93,42,12,-13,58,-238,-515.0,0,10,10,-9,2,1,1,15,12,10,-1,-1,1,-3,8,5,23,15,7,-9,2,-2,-15,5,12
Golden State Warriors,Sacramento Kings,0,0,8,-8,-30.0,-187,27,-0.02699999999999997,232,588,0.007000000000000006,-17,73,-0.04200000000000004,128,-31,97,217,60.0,151,34,91,23,8,-159,232.0,0,-5,-5,21,12,-2,13,-19,-22,-3,4,-6,21,-11,5,-9,-9,8,-21,-8,19,6,-1,7,-6
Golden State Warriors,San Antonio Spurs,0,0,14,-14,0.0,-84,50,-0.014000000000000012,106,229,0.007000000000000006,51,90,-0.010000000000000009,133,7,140,38,14.0,98,-64,85,208,95,-11,497.0,0,-12,-12,0,7,-7,8,-5,-5,-4,-7,-8,4,-12,-2,-12,-2,4,-8,13,17,20,-10,1,-11
Toronto Raptors,Golden State Warriors,0,0,-18,18,15.0,72,50,0.007000000000000006,-295,-689,-0.016000000000000014,-89,-82,-0.016000000000000014,5,-26,-21,-46,105.0,-107,-43,43,167,-39,-240,-623.0,0,13,13,-14,-6,-2,-5,25,26,7,11,7,4,-1,5,3,3,10,12,11,5,7,6,6,14
Golden State Warriors,Utah Jazz,1,0,31,-31,-15.0,37,140,-0.0030000000000000027,120,208,0.014000000000000012,-38,-25,-0.010000000000000009,46,-49,-3,293,-260.0,216,31,-86,22,-57,156,1037.0,0,-19,-19,14,-4,-12,3,-6,-4,-6,9,3,3,-3,8,2,-16,-16,-26,-7,-6,5,14,-4,-18
Golden State Warriors,Washington Wizards,1,0,30,-30,0.0,109,41,0.01200000000000001,189,265,0.02899999999999997,68,121,-0.014000000000000012,162,-24,138,328,-124.0,148,-29,13,-47,33,475,1291.0,0,-18,-18,0,-6,-4,-3,-13,-7,-13,-8,-12,9,-16,4,-11,-21,-13,-19,6,3,-1,-3,-10,-20
Indiana Pacers,Houston Rockets,1,0,-2,2,15.0,90,-333,0.032999999999999974,43,-4,0.015000000000000013,29,-83,0.051000000000000045,-448,-96,-544,484,-57.0,5,37,-101,-24,-36,252,-187.0,0,2,2,-10,-6,16,-18,-6,1,-12,-6,10,-21,28,14,27,-25,-8,-1,-7,-18,-5,10,-6,5
Houston Rockets,LA Clippers,1,0,2,-2,-5.0,75,584,-0.02699999999999997,16,200,-0.020000000000000018,-50,75,-0.05900000000000005,359,24,383,-150,-81.0,-84,41,115,54,119,116,-12.0,0,-2,-2,5,-6,-25,15,-3,-9,14,10,-9,23,-22,-2,-16,5,-11,7,-7,22,6,-21,-7,1
Houston Rockets,Los Angeles Lakers,1,0,2,-2,10.0,128,652,-0.023999999999999966,-54,-43,-0.013000000000000012,-128,-51,-0.04700000000000004,408,87,495,-217,-6.0,56,44,123,142,1,74,270.0,0,-2,-2,-9,-9,-29,12,7,1,7,18,5,17,-26,-12,-25,10,-1,-12,-9,24,15,-1,-6,-7
Houston Rockets,Memphis Grizzlies,0,0,4,-4,15.0,-186,5,-0.023999999999999966,-103,-168,-0.014000000000000012,-133,-57,-0.04800000000000004,144,-45,99,-416,-146.0,-37,-51,17,-154,-76,-608,-28.0,0,-7,-7,-15,9,-1,13,11,7,10,19,6,18,-2,4,-1,20,-17,3,10,3,-9,3,11,2
Miami Heat,Houston Rockets,0,0,-15,15,30.0,-166,-521,0.010000000000000009,86,122,0.014000000000000012,-57,-197,0.05300000000000005,-402,-14,-416,252,-25.0,-21,-97,-85,-282,-187,-303,-324.0,0,16,16,-13,13,23,-3,-10,-4,-9,6,19,-22,25,1,20,-14,-3,5,17,-15,-19,24,11,8
Houston Rockets,Milwaukee Bucks,0,0,4,-4,5.0,39,577,-0.030999999999999972,-123,-65,-0.03400000000000003,-55,-44,-0.01200000000000001,526,-108,418,-176,42.0,88,27,152,88,25,-100,167.0,0,-7,-7,-4,-1,-24,17,14,2,20,12,3,2,-29,6,-21,7,4,-17,-6,26,11,-7,2,-4
Houston Rockets,Minnesota Timberwolves,0,0,3,-3,-10.0,120,477,-0.013000000000000012,-195,-331,-0.02400000000000002,-45,62,-0.051000000000000045,292,48,340,-228,-47.0,35,5,99,59,6,0,-40.0,0,-6,-6,8,-8,-21,5,17,15,17,8,-8,20,-14,-5,-14,11,-7,-8,-1,17,8,-2,0,3
Houston Rockets,New Orleans Pelicans,1,0,31,-31,5.0,152,291,0.0030000000000000027,52,99,0.006000000000000005,10,52,-0.016000000000000014,207,191,398,-205,-62.0,-12,-18,39,58,106,366,1143.0,0,-23,-23,-4,-11,-12,-3,-5,-5,-3,-2,-6,3,-6,-18,-19,9,-8,2,3,7,7,-20,-12,-22
New York Knicks,Houston Rockets,1,0,-1,1,20.0,69,-344,0.030999999999999972,-7,-144,0.016000000000000014,-9,-155,0.062000000000000055,-310,-167,-477,340,-51.0,-18,-87,-61,-150,-23,122,-34.0,0,1,1,-12,-4,17,-16,2,7,-13,1,15,-25,18,17,23,-17,-6,3,16,-12,-16,5,-4,1
Houston Rockets,Oklahoma City Thunder,0,0,-16,16,15.0,-176,59,-0.02699999999999997,-154,-246,-0.02100000000000002,-3,179,-0.08099999999999996,329,-27,302,-288,178.0,-158,-54,75,-74,92,-509,-685.0,0,3,3,-15,8,-2,14,16,10,15,1,-18,29,-19,2,-10,16,10,9,11,14,-5,-18,9,6
Orlando Magic,Houston Rockets,0,0,-11,11,-10.0,-354,-625,-0.010000000000000009,-117,-46,-0.034999999999999976,98,39,0.03700000000000003,-286,-257,-543,-27,26.0,40,77,-106,91,89,-727,-380.0,0,11,11,9,18,28,6,8,3,9,-15,-1,-11,13,20,26,2,5,-4,-12,-20,6,-4,15,10
Houston Rockets,Philadelphia 76ers,1,0,28,-28,-5.0,230,491,0.0010000000000000009,-3,-112,0.011999999999999955,-73,7,-0.04200000000000004,348,363,711,13,22.0,-63,45,47,1,47,384,881.0,0,-22,-22,5,-15,-22,-2,1,3,-6,13,-1,15,-21,-22,-29,-1,2,5,-10,9,1,-12,-13,-18
Phoenix Suns,Houston Rockets,0,0,-16,16,10.0,-103,-584,0.022999999999999965,138,174,0.025000000000000022,13,-149,0.07200000000000006,-417,-73,-490,363,14.0,-96,-19,-138,-86,-68,-55,-616.0,0,17,17,-8,7,25,-10,-15,-8,-18,-2,14,-28,27,10,24,-18,4,18,3,-25,-10,15,5,16
Houston Rockets,Portland Trail Blazers,1,0,16,-16,0.0,159,263,0.0050000000000000044,-19,-157,0.010999999999999954,-20,31,-0.02400000000000002,105,198,303,-38,-170.0,11,-22,14,-1,-4,279,614.0,0,-17,-17,0,-12,-8,-5,3,6,-5,4,-4,4,-1,-19,-11,1,-18,-1,5,2,-1,2,-9,-15
Sacramento Kings,Houston Rockets,1,0,-12,12,20.0,45,-274,0.022999999999999965,-6,-51,0.0040000000000000036,34,-113,0.06800000000000006,-299,-51,-350,255,-47.0,-69,-54,-117,-9,-62,118,-331.0,0,12,12,-12,-2,9,-9,1,4,-2,-7,11,-26,15,6,15,-15,-5,15,12,-23,-3,14,-3,9
Houston Rockets,San Antonio Spurs,1,0,18,-18,10.0,58,297,-0.010000000000000009,-120,-308,-0.0040000000000000036,34,130,-0.03600000000000003,304,89,393,-434,1.0,16,-44,111,194,149,30,596.0,0,-19,-19,-9,-3,-14,4,13,13,1,-4,-13,9,-16,-13,-18,22,1,-2,9,21,17,-23,-3,-14
Toronto Raptors,Houston Rockets,0,0,-22,22,5.0,-70,-197,0.0030000000000000027,-69,-152,-0.0050000000000000044,-72,-122,0.010000000000000009,-166,-108,-274,426,118.0,-25,-63,17,181,-93,-281,-722.0,0,20,20,-5,4,5,-1,7,8,2,8,12,-1,3,16,9,-21,13,6,15,1,10,19,10,17
Houston Rockets,Utah Jazz,1,0,35,-35,-5.0,179,387,0.0010000000000000009,-106,-329,0.0030000000000000027,-55,15,-0.03600000000000003,217,33,250,-179,-273.0,134,51,-60,8,-3,197,1136.0,0,-26,-26,5,-14,-19,-1,12,14,-1,12,-2,8,-7,-3,-4,8,-19,-20,-11,-2,2,1,-8,-21
Washington Wizards,Houston Rockets,0,0,-34,34,-10.0,-251,-288,-0.016000000000000014,37,272,-0.01799999999999996,-51,-161,0.040000000000000036,-333,-58,-391,144,137.0,-66,9,-39,61,-87,-516,-1390.0,0,25,25,9,16,11,7,-5,-11,8,5,17,-14,20,7,17,-3,16,13,-2,-7,4,16,14,23
Indiana Pacers,LA Clippers,1,0,0,0,10.0,165,251,0.006000000000000005,59,196,-0.0050000000000000044,-21,-8,-0.008000000000000007,-89,-72,-161,334,-138.0,-79,78,14,30,83,368,-199.0,0,0,0,-5,-12,-9,-3,-9,-8,2,4,1,2,6,12,11,-20,-19,6,-14,4,1,-11,-13,6
Indiana Pacers,Los Angeles Lakers,1,0,0,0,25.0,218,319,0.009000000000000008,-11,-47,0.0020000000000000018,-99,-134,0.0040000000000000036,-40,-9,-49,267,-63.0,61,81,22,118,-35,326,83.0,0,0,0,-19,-15,-13,-6,1,2,-5,12,15,-4,2,2,2,-15,-9,-13,-16,6,10,9,-12,-2
Memphis Grizzlies,Indiana Pacers,1,0,-2,2,-30.0,96,328,-0.009000000000000008,60,172,-0.0010000000000000009,104,140,-0.0030000000000000027,304,141,445,-68,203.0,32,14,84,178,112,356,215.0,0,5,5,25,-3,-15,5,-5,-8,2,-13,-16,3,-26,-18,-26,5,25,-2,-3,15,14,-13,-5,-7
Indiana Pacers,Miami Heat,1,0,13,-13,-15.0,256,188,0.022999999999999965,-43,-126,0.0010000000000000009,86,114,-0.0020000000000000018,-46,-82,-128,232,-32.0,26,134,-16,258,151,555,137.0,0,-14,-14,3,-19,-7,-15,4,5,-3,-12,-9,1,3,13,7,-11,-5,-6,-24,-3,14,-14,-17,-3
Indiana Pacers,Milwaukee Bucks,1,0,2,-2,20.0,129,244,0.0020000000000000018,-80,-69,-0.019000000000000017,-26,-127,0.039000000000000035,78,-204,-126,308,-15.0,93,64,51,64,-11,152,-20.0,0,-5,-5,-14,-7,-8,-1,8,3,8,6,13,-19,-1,20,6,-18,-4,-18,-13,8,6,3,-4,1
Minnesota Timberwolves,Indiana Pacers,0,0,-1,1,-5.0,-210,-144,-0.019999999999999962,152,335,0.009000000000000008,16,21,0.0,156,48,204,-256,104.0,-40,-42,2,-35,30,-252,227.0,0,4,4,2,14,5,13,-11,-16,-5,-2,-2,1,-14,-9,-13,14,15,9,8,1,-3,-8,6,-8
New Orleans Pelicans,Indiana Pacers,0,0,-29,29,-20.0,-242,42,-0.035999999999999976,-95,-95,-0.02100000000000002,-39,31,-0.03500000000000003,241,-95,146,-279,119.0,7,-19,62,-34,-70,-618,-956.0,0,21,21,14,17,-4,21,11,4,15,8,-4,18,-22,4,-8,16,16,-1,4,11,-2,10,18,17
New York Knicks,Indiana Pacers,0,0,1,-1,5.0,-21,-11,-0.0020000000000000018,-50,-140,0.0010000000000000009,-38,-72,0.01100000000000001,138,-71,67,-144,6.0,-23,-124,40,-126,13,-130,153.0,0,-1,-1,-2,2,1,2,8,6,-1,7,5,-4,-10,3,-4,8,2,4,23,6,-11,-5,2,-4
Oklahoma City Thunder,Indiana Pacers,1,0,18,-18,-30.0,86,274,-0.006000000000000005,111,250,0.006000000000000005,-26,-96,0.029999999999999916,119,123,242,-196,-121.0,153,17,26,98,-56,257,872.0,0,-5,-5,25,-2,-14,4,-10,-11,-3,5,8,-8,-9,-16,-17,9,-2,-8,-4,4,10,8,-3,-11
Indiana Pacers,Orlando Magic,1,0,9,-9,25.0,444,292,0.04299999999999998,160,42,0.04999999999999999,-69,-122,0.014000000000000012,-162,161,-1,511,-83.0,-35,-40,5,-115,-125,979,193.0,0,-9,-9,-19,-24,-12,-24,-14,-2,-21,9,11,-10,15,-6,1,-27,-13,3,5,2,-11,14,-21,-5
Philadelphia 76ers,Indiana Pacers,0,0,-26,26,-10.0,-320,-158,-0.033999999999999975,-40,116,-0.02699999999999997,44,76,-0.009000000000000008,100,-267,-167,-497,35.0,58,-82,54,23,-11,-636,-694.0,0,20,20,5,21,6,20,5,-4,18,-7,-9,6,-7,8,2,26,6,-4,17,9,4,2,19,13
Phoenix Suns,Indiana Pacers,0,0,-14,14,-5.0,-193,-251,-0.010000000000000009,95,178,0.010000000000000009,-16,-66,0.02100000000000002,31,23,54,-121,71.0,-101,-56,-37,-62,-32,-307,-429.0,0,15,15,2,13,9,8,-9,-9,-6,4,4,-7,-1,-4,-3,7,12,19,10,-7,-5,5,11,11
Indiana Pacers,Portland Trail Blazers,1,0,14,-14,15.0,249,-70,0.03799999999999998,24,-161,0.025999999999999968,9,-52,0.027000000000000024,-343,102,-241,446,-227.0,16,15,-87,-25,-40,531,427.0,0,-15,-15,-10,-18,8,-23,-3,7,-17,-2,6,-17,27,-5,16,-24,-26,-2,-2,-16,-6,12,-15,-10
Sacramento Kings,Indiana Pacers,0,0,-10,10,5.0,-45,59,-0.010000000000000009,-49,-47,-0.01100000000000001,5,-30,0.017000000000000015,149,45,194,-229,10.0,-74,-91,-16,15,-26,-134,-144.0,0,10,10,-2,4,-7,9,7,3,10,-1,1,-5,-13,-8,-12,10,3,16,19,-5,2,4,3,4
Indiana Pacers,San Antonio Spurs,1,0,16,-16,25.0,148,-36,0.022999999999999965,-77,-312,0.01100000000000001,63,47,0.015000000000000013,-144,-7,-151,50,-56.0,21,-7,10,170,113,282,409.0,0,-17,-17,-19,-9,2,-14,7,14,-11,-10,-3,-12,12,1,9,-3,-7,-3,2,3,12,-13,-9,-9
Toronto Raptors,Indiana Pacers,0,0,-20,20,-10.0,-160,136,-0.02999999999999997,-112,-148,-0.020000000000000018,-101,-39,-0.041000000000000036,282,-12,270,-58,175.0,-30,-100,118,205,-57,-533,-535.0,0,18,18,5,10,-11,17,13,7,14,14,2,20,-25,2,-18,4,21,7,22,19,15,9,16,12
Utah Jazz,Indiana Pacers,0,0,-33,33,-10.0,-269,-54,-0.033999999999999975,63,333,-0.018000000000000016,26,68,-0.015000000000000013,231,63,294,-305,330.0,-139,-88,161,16,39,-449,-949.0,0,24,24,5,20,3,19,-6,-15,13,-6,-8,13,-21,-11,-23,17,27,21,18,20,3,-11,14,16
Indiana Pacers,Washington Wizards,1,0,32,-32,25.0,341,-45,0.04899999999999999,6,-276,0.032999999999999974,80,78,0.01100000000000001,-115,-38,-153,340,-194.0,71,28,-62,-85,51,768,1203.0,0,-23,-23,-19,-22,5,-25,-1,12,-20,-11,-7,-7,8,7,10,-22,-24,-14,-5,-11,-9,-6,-20,-18
LA Clippers,Los Angeles Lakers,0,0,0,0,15.0,53,68,0.0030000000000000027,-70,-243,0.007000000000000006,-78,-126,0.01200000000000001,49,63,112,-67,75.0,140,3,8,88,-118,-42,282.0,0,0,0,-14,-3,-4,-3,10,10,-7,8,14,-6,-4,-10,-9,5,10,-19,-2,2,9,20,1,-8
Memphis Grizzlies,LA Clippers,1,0,-2,2,-20.0,261,579,-0.0030000000000000027,119,368,-0.006000000000000005,83,132,-0.01100000000000001,215,69,284,266,65.0,-47,92,98,208,195,724,16.0,0,5,5,20,-15,-24,2,-14,-16,4,-9,-15,5,-20,-6,-15,-15,6,4,-17,19,15,-24,-18,-1
Miami Heat,LA Clippers,0,0,-13,13,25.0,-91,63,-0.01699999999999996,102,322,-0.006000000000000005,-107,-122,-0.006000000000000005,-43,10,-33,102,-106.0,-105,-56,30,-228,-68,-187,-336.0,0,14,14,-8,7,-2,12,-13,-13,5,16,10,1,3,-1,4,-9,-14,12,10,7,-13,3,4,9
LA Clippers,Milwaukee Bucks,0,0,2,-2,10.0,-36,-7,-0.0040000000000000036,-139,-265,-0.014000000000000012,-5,-119,0.04700000000000004,167,-132,35,-26,123.0,172,-14,37,34,-94,-216,179.0,0,-5,-5,-9,5,1,2,17,11,6,2,12,-21,-7,8,-5,2,15,-24,1,4,5,14,9,-5
LA Clippers,Minnesota Timberwolves,0,0,1,-1,-5.0,45,-107,0.013999999999999957,-211,-531,-0.0040000000000000036,5,-13,0.008000000000000007,-67,24,-43,-78,34.0,119,-36,-16,5,-113,-116,-28.0,0,-4,-4,3,-2,4,-10,20,24,3,-2,1,-3,8,-3,2,6,4,-15,6,-5,2,19,7,2
New Orleans Pelicans,LA Clippers,0,0,-29,29,-10.0,-77,293,-0.02999999999999997,-36,101,-0.026000000000000023,-60,23,-0.04300000000000004,152,-167,-15,55,-19.0,-72,59,76,-4,13,-250,-1155.0,0,21,21,9,5,-13,18,2,-4,17,12,-3,20,-16,16,3,-4,-3,5,-10,15,-1,-1,5,23
New York Knicks,LA Clippers,1,0,1,-1,15.0,144,240,0.0040000000000000036,9,56,-0.0040000000000000036,-59,-80,0.0030000000000000027,49,-143,-94,190,-132.0,-102,-46,54,-96,96,238,-46.0,0,-1,-1,-7,-10,-8,-1,-1,-2,1,11,6,-2,-4,15,7,-12,-17,10,9,10,-10,-16,-11,2
LA Clippers,Oklahoma City Thunder,0,0,-18,18,20.0,-251,-525,0.0,-170,-446,-0.0010000000000000009,47,104,-0.02199999999999991,-30,-51,-81,-138,259.0,-74,-95,-40,-128,-27,-625,-673.0,0,5,5,-20,14,23,-1,19,19,1,-9,-9,6,3,4,6,11,21,2,18,-8,-11,3,16,5
Orlando Magic,LA Clippers,0,0,-9,9,-15.0,-279,-41,-0.03699999999999998,-101,154,-0.05499999999999999,48,114,-0.02200000000000002,73,-233,-160,-177,-55.0,-44,118,9,145,208,-611,-392.0,0,9,9,14,12,3,21,5,-6,23,-5,-10,12,-9,18,10,7,-6,3,-19,2,12,-25,8,11
Philadelphia 76ers,LA Clippers,0,0,-26,26,0.0,-155,93,-0.02799999999999997,19,312,-0.03199999999999997,23,68,-0.017000000000000015,11,-339,-328,-163,-103.0,-21,-4,68,53,72,-268,-893.0,0,20,20,0,9,-3,17,-4,-12,20,-3,-8,8,-1,20,13,6,-13,2,3,13,5,-9,6,19
LA Clippers,Phoenix Suns,0,0,14,-14,-5.0,28,0,0.0040000000000000036,-154,-374,-0.0050000000000000044,37,74,-0.013000000000000012,58,49,107,-213,67.0,180,-22,23,32,-51,-61,628.0,0,-15,-15,3,-1,0,-5,18,17,4,-8,-5,5,-5,-8,-8,13,7,-25,4,3,4,6,2,-17
Portland Trail Blazers,LA Clippers,0,0,-14,14,-5.0,-84,321,-0.03199999999999997,35,357,-0.030999999999999972,-30,44,-0.03500000000000003,254,-174,80,-112,89.0,-95,63,101,55,123,-163,-626.0,0,15,15,5,6,-17,20,-6,-15,19,6,-5,19,-21,17,-5,4,7,8,-12,20,7,-23,2,16
LA Clippers,Sacramento Kings,0,0,10,-10,-15.0,-120,-310,0.0040000000000000036,-10,-149,0.016000000000000014,16,38,-0.009000000000000008,-60,27,-33,-105,128.0,153,13,2,-45,-57,-234,343.0,0,-10,-10,7,8,16,-6,2,5,-12,-3,-2,3,7,-4,1,10,16,-22,-5,1,-3,7,10,-10
San Antonio Spurs,LA Clippers,1,0,-16,16,-15.0,17,287,-0.01699999999999996,136,508,-0.016000000000000014,-84,-55,-0.02300000000000002,55,-65,-10,284,-82.0,-100,85,4,-140,-30,86,-608.0,0,17,17,14,-3,-11,11,-16,-22,13,14,4,14,-6,11,2,-17,-12,9,-16,1,-11,2,-4,15
Toronto Raptors,LA Clippers,0,0,-20,20,0.0,5,387,-0.023999999999999966,-53,48,-0.025000000000000022,-122,-47,-0.049000000000000044,193,-84,109,276,37.0,-109,-22,132,235,26,-165,-734.0,0,18,18,0,-2,-20,14,4,-1,16,18,3,22,-19,14,-7,-16,2,13,8,23,16,-2,3,18
LA Clippers,Utah Jazz,1,0,33,-33,0.0,104,-197,0.02799999999999997,-122,-529,0.02300000000000002,-5,-60,0.02300000000000002,-142,9,-133,-29,-192.0,218,10,-175,-46,-122,81,1148.0,0,-24,-24,0,-8,6,-16,15,23,-15,2,7,-15,15,-1,12,3,-8,-27,-4,-24,-4,22,-1,-22
Washington Wizards,LA Clippers,0,0,-32,32,-15.0,-176,296,-0.04299999999999998,53,472,-0.03799999999999998,-101,-86,-0.019000000000000017,26,-34,-8,-6,56.0,-150,50,76,115,32,-400,-1402.0,0,23,23,14,10,-14,22,-8,-20,22,15,8,9,-2,5,1,2,5,20,-9,15,10,-5,7,24
Memphis Grizzlies,Los Angeles Lakers,1,0,-2,2,-5.0,314,647,0.0,49,125,0.0010000000000000009,5,6,0.0010000000000000009,264,132,396,199,140.0,93,95,106,296,77,682,298.0,0,5,5,6,-18,-28,-1,-4,-6,-3,-1,-1,-1,-24,-16,-24,-10,16,-15,-19,21,24,-4,-17,-9
Los Angeles Lakers,Miami Heat,1,0,13,-13,-40.0,38,-131,0.013999999999999957,-32,-79,-0.0010000000000000009,185,248,-0.006000000000000005,-6,-73,-79,-35,31.0,-35,53,-38,140,186,229,54.0,0,-14,-14,22,-4,6,-9,3,3,2,-24,-24,5,1,11,5,4,4,7,-8,-9,4,-23,-5,-1
Los Angeles Lakers,Milwaukee Bucks,0,0,2,-2,-5.0,-89,-75,-0.007000000000000006,-69,-22,-0.02100000000000002,73,7,0.03500000000000003,118,-195,-77,41,48.0,32,-17,29,-54,24,-174,-103.0,0,-5,-5,5,8,5,5,7,1,13,-6,-2,-15,-3,18,4,-3,5,-5,3,2,-4,-6,8,3
Minnesota Timberwolves,Los Angeles Lakers,1,0,-1,1,20.0,8,175,-0.010999999999999954,141,288,0.01100000000000001,-83,-113,0.0040000000000000036,116,39,155,11,41.0,21,39,24,83,-5,74,310.0,0,4,4,-17,-1,-8,7,-10,-14,-10,10,13,-3,-12,-7,-11,-1,6,-4,-8,7,7,1,-6,-10
New Orleans Pelicans,Los Angeles Lakers,0,0,-29,29,5.0,-24,361,-0.02699999999999997,-106,-142,-0.019000000000000017,-138,-103,-0.031000000000000028,201,-104,97,-12,56.0,68,62,84,84,-105,-292,-873.0,0,21,21,-5,2,-17,15,12,6,10,20,11,14,-20,6,-6,1,7,-14,-12,17,8,19,6,15
Los Angeles Lakers,New York Knicks,0,0,-1,1,-30.0,-197,-308,-0.007000000000000006,61,187,-0.0030000000000000027,137,206,-0.015000000000000013,-98,80,-18,-123,57.0,-38,43,-62,8,22,-196,-236.0,0,1,1,21,13,12,4,-9,-8,6,-19,-20,8,8,-5,2,7,7,9,-7,-12,1,-4,10,6
Oklahoma City Thunder,Los Angeles Lakers,1,0,18,-18,-5.0,304,593,0.0030000000000000027,100,203,0.008000000000000007,-125,-230,0.03399999999999992,79,114,193,71,-184.0,214,98,48,216,-91,583,955.0,0,-5,-5,6,-17,-27,-2,-9,-9,-8,17,23,-12,-7,-14,-15,-6,-11,-21,-20,10,20,17,-15,-13
Los Angeles Lakers,Orlando Magic,1,0,9,-9,0.0,226,-27,0.033999999999999975,171,89,0.04799999999999999,30,12,0.010000000000000009,-122,170,48,244,-20.0,-96,-121,-17,-233,-90,653,110.0,0,-9,-9,0,-9,1,-18,-15,-4,-16,-3,-4,-6,13,-8,-1,-12,-4,16,21,-4,-21,5,-9,-3
